ncomp,PRESS_score_1,PRESS_score_2,PRESS_score_3,PRESS_score_4,PRESS_score_5,PRESS_score_6,PRESS_score_7,PRESS_score_8,PRESS_score_9,PRESS_score_10,PRESS_score_11,PRESS_score_12,PRESS_score_13,PRESS_score_14,PRESS_score_15,PRESS_score_16,PRESS_score_17,PRESS_score_18,PRESS_score_19,PRESS_score_20,PRESS_score_21,PRESS_score_22,PRESS_score_23,PRESS_score_24,PRESS_score_25,PRESS_score_26,PRESS_score_27,PRESS_score_28,PRESS_score_29,PRESS_score_30,PRESS_score_31,PRESS_score_32,PRESS_score_33,PRESS_score_34,PRESS_score_35,PRESS_score_36,PRESS_score_37,PRESS_score_38,PRESS_score_39,PRESS_score_40,PRESS_score_41,PRESS_score_42,PRESS_score_43,PRESS_score_44,PRESS_score_45,PRESS_score_46,PRESS_score_47,PRESS_score_48,PRESS_score_49,PRESS_score_50,PRESS_score_51,PRESS_score_52,PRESS_score_53,PRESS_score_54,PRESS_score_55,PRESS_score_56,PRESS_score_57,PRESS_score_58,PRESS_score_59,PRESS_score_60,PRESS_score_61,PRESS_score_62,PRESS_score_63,PRESS_score_64,PRESS_score_65,PRESS_score_66,PRESS_score_67,PRESS_score_68,PRESS_score_69,PRESS_score_70,PRESS_score_71,PRESS_score_72,PRESS_score_73,PRESS_score_74,PRESS_score_75,PRESS_score_76,PRESS_score_77,PRESS_score_78,PRESS_score_79,PRESS_score_80,PRESS_score_81,PRESS_score_82,PRESS_score_83,PRESS_score_84,PRESS_score_85,PRESS_score_86,PRESS_score_87,PRESS_score_88,PRESS_score_89,PRESS_score_90,PRESS_score_91,PRESS_score_92,PRESS_score_93,PRESS_score_94,PRESS_score_95,PRESS_score_96,PRESS_score_97,PRESS_score_98,PRESS_score_99,PRESS_score_100
34,5273.221200592407,5102.91419167008,5103.063542318113,5264.0187495423,5154.341927480434,5186.145923533568,5176.084881091168,4924.317825122168,5144.078725854823,5161.39635464781,5146.496443331117,5157.8881452307305,5307.625634870165,5192.760701902962,5252.044584318649,5090.912968725674,5231.829739061244,5059.345988827126,5192.976573635029,5190.201875780391,5073.353081153263,5103.802089522525,5111.910889554301,5367.479569505591,5121.756369195474,5044.882456482985,5267.061001957054,5235.795277221961,5227.347301327249,5051.152671268963,5184.788074704553,5240.437975745446,5152.722613794407,5139.831004654945,5122.003214079417,5074.970879957574,5432.319154998402,5078.549724713177,5148.728574474287,5096.696874206421,5239.067728717103,5336.442063123324,5379.847945240851,5008.771348038472,5105.939626250164,5152.756940053892,5220.215567401761,5143.607514986554,5047.999033419,5125.328522939472,5031.769820746252,5160.2685954520975,5270.832931284325,4950.700413604531,5142.779642487371,5165.911162289303,5327.034248052445,5321.908619579105,5038.483428017698,5233.704504340884,5139.439803302525,5327.881089803265,5125.120712571759,5299.806553340007,5334.365513744851,5369.118145182842,5334.174681542972,5153.451891350168,5232.1727483873565,5180.582357805631,4917.161349700161,5022.600475333934,5167.315404886629,5299.6089281056975,5209.541206588998,5247.799945704616,5055.199016005925,5139.62897459846,5329.152923037247,5104.79096036153,5158.560383965138,5187.995527404234,5025.42404518317,5006.36304481309,5148.863645299163,5208.30985485663,5198.841755177666,5304.881964856493,5029.491948893511,5285.248746928664,5194.562492526109,5354.1481766727875,5429.90035999523,5250.931294444152,5181.8576715237705,5350.647708323018,5241.086019464885,5303.9757254453725,5249.811757276489,5230.174398207066
35,5274.886099376862,5103.132227866788,5103.28219532052,5260.701382424957,5154.465234760604,5181.469985279238,5176.128211448367,4924.977552560089,5140.81512721601,5157.90185929256,5140.257761849582,5151.131972228879,5307.127154848968,5187.977295157274,5250.856206780138,5089.99414637706,5222.42978767118,5060.19997743388,5190.2301350664875,5184.410907257203,5071.864454964123,5101.771223644212,5110.829820962417,5366.381527257252,5118.825121333452,5045.488220346199,5260.482820041334,5233.150798681949,5220.836139150888,5055.503671423072,5182.804813057413,5242.825576192513,5154.813801805572,5132.735299669784,5116.28465591213,5070.643790050015,5420.92180269488,5083.579186069247,5146.490958816863,5093.832086749582,5237.03385411035,5337.040223705968,5372.957305622674,5005.30161296488,5101.047583047126,5146.797562804337,5213.892601318292,5141.504874062566,5047.443045325557,5126.058165005368,5029.125893101002,5155.05970289948,5268.85665030416,4940.410046056412,5144.995939188358,5164.510198511658,5321.711675229986,5319.246327252193,5038.6357481403775,5232.404672255626,5134.355533510217,5325.214601063928,5121.720266933491,5300.600400192961,5331.0584431998695,5361.969610010064,5326.965855439043,5147.572944904841,5222.665234215001,5178.169574712023,4911.201034989215,5020.099699219269,5163.437513820498,5297.3088094251125,5204.131046165263,5240.282633357974,5054.90603914687,5137.136607423608,5324.5530422875745,5105.057159024984,5155.379266765161,5189.258201855382,5023.94753148513,5003.690484734669,5151.575529392103,5208.57570538702,5193.097911041002,5300.101186677795,5025.495826917558,5276.834961635777,5193.981098147246,5354.131840661401,5428.398705743795,5253.84747483478,5181.475585740716,5344.496645939666,5241.659466307501,5303.591481807172,5247.418117202344,5231.853110661679
36,5270.014604666411,5094.7784483735995,5104.418394019898,5259.560895736535,5143.062181374033,5184.812706951967,5165.713976441088,4923.900904864103,5140.659234462437,5157.870403704101,5140.179137990903,5150.706716772189,5298.341062494094,5184.905322709323,5247.718230620577,5086.902692297252,5223.611361899487,5058.315715372315,5186.051698991787,5184.560681277482,5066.739764393409,5095.7570208536545,5109.592828328985,5364.454208428835,5113.069948283994,5045.659008186029,5256.341795522664,5230.11788901802,5221.229109839493,5055.140095631781,5181.938371663629,5239.642234580999,5152.757097179017,5134.405038090027,5114.916779440084,5069.559728841141,5418.799849438911,5080.304588694753,5136.438162724342,5092.398716217859,5233.495492140657,5329.9798000644405,5376.251749115143,5001.573173445951,5096.183179963411,5144.26583180411,5210.584606407105,5139.136397107627,5048.527780469658,5122.20434021272,5022.422095510782,5159.594800186097,5270.495642927489,4937.436530384659,5143.254306693382,5162.7472609764445,5321.148897515625,5317.649568764944,5034.349659981568,5230.268082893443,5131.42647271092,5326.986104312939,5119.302447746631,5294.480680753359,5326.795744233892,5364.861066721158,5320.262559765308,5143.74995694792,5222.671934754111,5178.0344929697,4904.206881554956,5016.395706710251,5165.291900689259,5295.050879244681,5205.852444288283,5242.889607373088,5052.591553130181,5133.583196829908,5323.714664831137,5107.436635985867,5154.145010287683,5187.185710991453,5023.779436674369,5003.850557821834,5156.186018923539,5208.876703476729,5194.2203650485835,5296.984088367553,5026.350825876185,5273.810751272449,5195.444675347148,5347.9992409749175,5428.168704976755,5255.764807783533,5176.224450078364,5344.755543928742,5237.685690712292,5297.978976670183,5244.9591635678935,5227.0695399064925
37,5266.384770657098,5093.30608623192,5104.191630021856,5260.3841018288595,5144.246585805512,5185.658405583184,5161.918086813821,4921.8198544888455,5141.267813695637,5154.278351883704,5138.256159378462,5147.255733673397,5297.628153741902,5187.410249144189,5246.502833406279,5083.7569851740045,5222.8514421253985,5054.10634731863,5181.402930516157,5184.636079220021,5063.019014416088,5093.936081264398,5106.0014023972635,5365.895582555746,5111.408833893689,5046.7894338879905,5254.676008057755,5230.338906066806,5220.9829985574725,5057.511451892811,5180.160546972576,5236.577000559209,5156.339305650367,5131.516928588475,5115.417446038412,5065.757541997168,5418.56533875732,5083.590057626922,5135.04788541349,5090.387872496312,5229.560501811235,5329.286428355429,5372.850919357438,4999.46395913677,5093.347684369537,5146.084282331558,5207.897398096751,5133.632692610007,5047.189372890089,5116.813733837627,5021.488905485481,5161.303688300763,5269.648648798822,4933.775532145749,5138.399274083155,5162.790620502032,5315.038943912376,5315.110862624579,5034.398618035155,5229.6064143347485,5131.908680883642,5325.753999387304,5119.98836001414,5292.036150643373,5325.483679424809,5364.086537540126,5318.692675264753,5146.186610328745,5225.4764516705,5176.176415761141,4905.215902771633,5014.515498307088,5159.344386911226,5295.217753555873,5205.223548141598,5242.0625414454225,5046.983139492591,5134.881860433128,5318.1475584132,5101.473441419616,5148.845706106379,5191.015224562671,5021.286091803995,5003.472289575673,5156.531928755174,5207.979211427744,5192.138511009594,5294.694305067379,5022.485210715586,5272.694090610445,5195.026564147704,5343.715604983052,5425.140447927691,5253.07831116516,5174.678960565734,5343.2317589613485,5236.439055130347,5298.650103437399,5243.322083924682,5222.488913508668
38,5264.935674060127,5091.111539770971,5098.913508421,5258.748860150015,5147.786387296547,5182.294670144836,5163.877274119539,4920.981440855789,5142.836180267542,5153.124680405797,5135.530651486326,5143.289526229941,5295.433696308541,5183.030056417364,5245.821454577521,5085.360215266965,5219.706150482175,5053.176008793976,5183.9220719342,5184.12382961207,5062.450742867219,5095.245627074535,5109.47523689963,5365.908038961358,5111.312761292829,5044.867732478936,5253.966133660739,5231.086435858213,5224.916121422671,5054.944053558173,5179.916435984887,5232.857052911084,5151.415734102576,5134.093471942808,5113.708273006939,5064.595643168292,5417.240498371974,5082.236456834666,5131.411267641462,5090.356898985534,5228.279582715727,5330.187228208017,5373.307426667961,4996.065069261836,5092.663240330579,5146.2894066467925,5206.778548737666,5133.041529371395,5050.0266705550075,5116.864881665957,5021.180609125923,5156.185803646495,5270.354096972169,4932.948698291155,5136.258548869708,5160.614798551947,5317.016208932912,5313.61461568066,5035.310669561106,5227.681478331727,5130.994360685612,5322.776792678389,5116.492035990219,5290.006714368097,5323.194111164528,5364.999098356887,5319.3901297127,5147.4361039658,5227.513746866167,5178.32913030532,4903.016594078948,5009.530541245114,5162.314362743045,5295.671463084458,5202.0472410242155,5240.110874363911,5048.624780152402,5133.638363728771,5317.576128196513,5100.33153323401,5148.2550753124515,5189.698562276337,5019.501871306033,4996.51368958636,5156.788450338357,5208.358680876403,5194.600598417444,5293.024517610353,5020.71149701838,5269.817772652427,5195.589104852036,5345.299387280815,5431.2703545693,5250.245551235774,5175.309399807101,5343.00978085862,5233.474321262682,5300.40008989701,5240.221490933809,5220.848081719771
39,5264.581007616075,5087.362237713095,5098.999755890976,5257.285386160967,5145.699250916699,5179.563918329033,5161.834497991692,4921.405046305394,5141.711849055149,5153.337161120096,5137.403168647657,5144.172373454967,5292.633721235378,5182.798421009656,5246.31365109539,5085.66369038304,5219.359239405457,5050.340957141338,5183.121989882538,5182.029538501728,5063.243621140358,5095.702943163005,5107.772402117941,5365.694286196802,5109.345147556915,5043.532258921453,5254.788490841016,5231.935380224406,5222.257723442268,5055.971240110228,5180.758249724032,5229.932875911068,5150.031144581876,5135.8774687274545,5109.56430147114,5062.601406496386,5414.478257009513,5081.560776392858,5130.567385781011,5091.292852385508,5224.263148540354,5330.089566386086,5372.479634916985,4998.03174609992,5089.888490455183,5144.88293161729,5207.329373346002,5135.662832997368,5049.488602559383,5113.340597642417,5019.715390791706,5158.351085043769,5268.8955944532645,4934.185186868233,5136.692886526178,5158.401058021576,5316.836882941221,5312.911217140894,5032.33775309621,5225.423629025733,5130.332766938779,5319.498531983889,5113.08063118842,5290.528357860141,5324.059689866444,5358.9102670313805,5321.160789724048,5146.029726164656,5229.063987586926,5177.873507278402,4902.380593157102,5010.3373054738295,5160.392332619262,5292.447682774485,5198.285831963063,5240.03891368599,5045.992140736318,5135.629733008729,5316.488762832561,5100.403967937574,5145.710234438432,5189.459442515457,5018.640279895344,4994.898092982408,5156.0459855647805,5208.483610989821,5193.028620079915,5289.258501596715,5020.131217504835,5264.594980905598,5192.003427805134,5341.023952641019,5427.870199368821,5250.639621444686,5174.220189307345,5341.966696447589,5232.995924125626,5297.093320466631,5241.980907657932,5220.070497130571
40,5261.892035264396,5086.850316073413,5095.563174847998,5256.461115875265,5143.870418186067,5178.689623833151,5159.770009728412,4918.831726320594,5139.370961017045,5152.007057198944,5137.460778171973,5137.194654379449,5293.3686889759565,5182.291319080793,5251.4267064809555,5081.98448450766,5213.684569549183,5046.38459978289,5180.508983737783,5177.870323003467,5061.823802306088,5093.047766258311,5111.130918349457,5365.869915507849,5109.567022028283,5038.744835406256,5253.4949931086085,5229.388696239721,5226.231828056205,5054.9646076829595,5178.147157852589,5225.114846514494,5147.325806912944,5135.1275322464,5107.0345221556745,5059.979937379358,5411.433584170451,5073.38299163151,5127.6147683227655,5092.96086194966,5224.184853227476,5328.297594227968,5373.023920970692,4998.448711173451,5088.212458023812,5145.613195207983,5203.839743728354,5131.609813392166,5051.694410077449,5112.73901771901,5019.342089644621,5156.793643332085,5265.464519780376,4930.219422309812,5133.90577023398,5158.088012136215,5319.163386487779,5312.232033530094,5030.067457120273,5221.122199555067,5127.457669330037,5317.059728457635,5114.765777365598,5287.198961613973,5326.860945257752,5354.650724049856,5321.178814519755,5142.378949150252,5223.524461832341,5179.14621373528,4900.77739259894,5008.333512928193,5162.881520191932,5290.325322532046,5198.37280076203,5241.640848935929,5049.590408772462,5130.965873297449,5318.008981991405,5101.624219960637,5141.23109286349,5186.848672367943,5015.479429744446,4990.903742342846,5153.814634652617,5209.584202004722,5190.258536947646,5282.088889671293,5017.420590425212,5264.007658360807,5191.942755379753,5337.6184355547175,5426.407507900942,5245.686762208215,5168.124143463051,5340.976570337461,5235.398124467416,5293.1921403654815,5246.195035225622,5219.03650467322
41,5259.733902678897,5087.496827395389,5093.579389604331,5254.884783530066,5146.087610222263,5176.693163855188,5158.366128382904,4919.84878713662,5139.134523734176,5149.320351578776,5137.176453269487,5134.144586433496,5294.690233880805,5180.571346879436,5249.5312326124,5085.385859909717,5214.412914947019,5046.1521952871135,5181.276930044307,5175.8822629830065,5060.348363188536,5093.687222690305,5108.96963496763,5361.398374326162,5109.566080251708,5037.6286136302115,5251.380905139795,5227.930386123784,5226.23590160467,5053.812573683953,5176.387877647445,5225.98257289345,5144.961245998714,5138.441810583469,5100.471464255299,5060.679687088429,5411.555636453545,5074.0901360012795,5127.12026955984,5094.053606900981,5218.766584730085,5328.368609822742,5372.78123582668,4998.156334014523,5089.038554164074,5144.049757535169,5204.393044172846,5133.0121464858785,5046.5568852247225,5115.178331760075,5019.230091593485,5156.7251396133415,5261.198209439317,4927.067583677181,5133.5916372840275,5153.656272144519,5318.323306500817,5307.995044864404,5028.748995328127,5221.070568875736,5127.569411962517,5316.50653414242,5118.591105566428,5284.005485015672,5323.922043579578,5352.376754077106,5320.842883015598,5141.521366563898,5217.772939047347,5177.167850023598,4900.852989176016,5007.177897600827,5163.364461950105,5289.0944788563,5194.091810543911,5241.272801873245,5049.297527750785,5130.747426745811,5317.31046160484,5102.657843715418,5138.675843903855,5183.257060202108,5015.373867288741,4989.120410997401,5151.502868489532,5207.825337972357,5187.390378655718,5279.399613404881,5014.910747344556,5264.29177417702,5189.640920502954,5334.507349949807,5424.250060007607,5247.066909437321,5169.377264557276,5343.942860166204,5235.0847177656815,5292.676902102543,5247.319400158447,5219.314167244285
42,5259.849516122922,5091.155302162768,5093.64672784832,5251.372203026496,5146.432356215744,5175.098688917369,5156.985106802738,4916.5003816748185,5139.560163873468,5150.478884462708,5134.594104016784,5133.882012640404,5291.364228465133,5179.161112215681,5249.711944929295,5083.670181156559,5214.294739284919,5047.494516211372,5177.555140978237,5175.422115111662,5060.815573777334,5090.941629507848,5109.9388982173,5358.417092004068,5108.190131801406,5033.81524545043,5250.530097169392,5226.7060658049195,5224.749216170892,5053.081130384154,5174.698223020609,5226.4699529924055,5144.728342477554,5140.752759997438,5099.714435934182,5059.3037878504365,5412.350524435503,5077.369249740977,5127.373506754934,5092.084590570279,5215.543856051096,5327.173613417037,5367.190849786427,4999.032185833185,5089.109608669061,5146.322112718679,5202.025129149193,5127.010192868245,5046.569860720823,5113.912066007131,5023.0657143062,5155.444131137248,5260.955872640367,4924.026000544195,5129.476283216753,5150.88183385806,5315.18145497711,5304.190128999801,5029.214357808634,5222.619922866741,5128.675190585874,5314.861282086338,5121.061534393736,5280.4594937703405,5324.236027452096,5347.771260630387,5315.76400957013,5140.488672430167,5212.792929841307,5173.476132314279,4899.977406575814,5007.166770382155,5163.263028531265,5283.992033428399,5184.435171822341,5241.2232426337705,5043.08938338681,5132.266174347983,5311.758962527172,5097.741212203213,5139.821848611229,5182.589642785122,5013.167501948891,4985.456791788161,5152.829441576263,5208.016933483892,5182.181038495121,5279.023651642312,5009.749887612552,5263.892304266053,5185.1790501853375,5335.333372694806,5422.792255380027,5247.380821036342,5168.971586724714,5344.663178793107,5232.518811044849,5290.848351312656,5240.67575870144,5218.634415568162
43,5258.449632619182,5092.53723655085,5096.859839637377,5246.940307435733,5140.26548379353,5170.355840601644,5153.848751035653,4919.716764000948,5138.294742105538,5148.033293265413,5135.28589760527,5134.374372438199,5290.584975549378,5179.642640685974,5245.846123853473,5080.363608973242,5212.143046818193,5047.219629051702,5174.417648330538,5176.399175327895,5058.576910260884,5090.153939940196,5107.24899998667,5356.309282498281,5105.660259568344,5037.88127291887,5250.25644677785,5225.056877417854,5223.592824842444,5051.407536901712,5174.926985299837,5223.126155085267,5146.4556132640155,5136.955021025227,5099.339999086759,5057.107422325356,5412.078384039785,5082.040281255481,5127.1933734645145,5092.617436485602,5216.393700358261,5325.349581368537,5364.026932391498,4997.723353547892,5086.938937550969,5144.223853336149,5200.961720661575,5126.8440911265,5043.431489774031,5112.4781317025045,5017.380281587248,5151.208588487707,5259.57014156761,4923.412123621811,5125.122301634371,5153.72823916165,5308.80747329037,5304.573007574381,5032.749051130619,5215.092443909834,5123.616198524229,5315.7281445402405,5113.985107681103,5278.689585809259,5319.587671897265,5343.675937801878,5315.413806083383,5142.042478400656,5211.688014144624,5169.9080812674965,4898.45656310135,5008.486955240993,5157.8421192573605,5282.310952368595,5184.9443134696685,5238.956386244706,5046.725429756474,5130.116314150863,5309.182493258098,5096.748560193579,5137.097562513299,5178.740261074416,5009.913970435009,4985.8953663187585,5151.901195926315,5208.500980191632,5179.5983583718935,5280.270245263142,5008.317306037194,5263.130409089405,5181.333005349672,5335.922036592692,5425.598922117833,5245.57051014871,5167.933634512708,5340.166941413279,5232.705336111872,5291.50807216296,5237.657812649166,5216.424148898786
44,5255.8071139302965,5090.856922174258,5094.45264249239,5243.701955160714,5137.3163652724215,5167.304113682612,5150.399650465991,4919.003644841729,5136.738360869056,5144.546746176215,5134.317968288149,5132.5994022173145,5285.866801493144,5177.075274228524,5242.170537701957,5074.768270418699,5211.295243347804,5048.935515349321,5175.887236366212,5174.127062067539,5056.559754938477,5089.940006635607,5106.0727260915455,5354.006586808038,5101.9563293485535,5034.112500780997,5250.066151535521,5223.306243931318,5222.722155213176,5049.993237765747,5171.7717899062,5221.174408176088,5146.9058709195215,5138.44302607523,5094.611382698823,5053.541605975672,5411.58443168578,5079.137019593117,5125.089899661938,5090.200004554159,5216.436727225259,5321.963358964451,5363.663706604448,4996.584331270618,5087.376437218345,5146.50593919032,5201.752816079124,5125.032216921934,5042.043701071883,5114.715085931019,5014.721224412353,5151.496726816604,5261.728466223832,4921.2428985144115,5122.828270569253,5152.15143273833,5309.591861911613,5303.407858369614,5030.883184767322,5213.531377560448,5120.33580839525,5318.78241963038,5111.3930721161705,5278.630662990201,5316.917866299743,5343.102854052508,5315.310134074925,5138.568411731585,5211.053476529899,5166.2126982131795,4896.757896200269,5007.89008419649,5160.48713412483,5282.622514058239,5185.664974334997,5236.671326079715,5044.042649689793,5128.925250951804,5310.6954025434225,5095.641671191417,5137.23000210014,5180.055803902138,5007.880349585505,4984.727054771058,5150.524244098514,5210.377847998914,5177.039024453481,5278.659250690198,5008.339982413616,5262.572347568833,5183.628782172616,5331.430763140997,5423.099486861648,5243.475386513406,5168.0114640344,5338.943814219983,5231.632748813208,5290.770062457261,5237.5432331771,5216.952609198921
45,5257.143627681435,5092.116627651356,5096.758708514075,5242.446152348064,5133.930226872596,5167.939554871207,5147.3459518180225,4917.922610064912,5137.169268152571,5143.894285496911,5134.395051080079,5130.273608743647,5288.594342711563,5176.713812356618,5241.259621451238,5074.008756210913,5211.601764490253,5049.561539937177,5174.625404648565,5172.894525363323,5051.45754976724,5088.751479675434,5105.2438336736195,5352.020398013998,5102.312038769012,5031.437927095572,5250.810912206897,5220.736704104695,5220.576656157371,5049.293736601927,5172.249546255628,5220.746946619975,5147.036669322325,5135.797400317395,5093.7896818320005,5053.119891039984,5410.026004769834,5079.245482013046,5123.865474457543,5090.619028741356,5215.913850347126,5318.150646564258,5365.050031916151,4996.196297926803,5086.804997095429,5146.42012965273,5201.186224111538,5123.942923028961,5040.282493301928,5116.600018064415,5015.552711489782,5148.774059047036,5262.915145670877,4921.54946960173,5124.55391433246,5150.408258137025,5306.698472801743,5303.0930183002765,5030.84082076891,5211.66755086785,5121.037987980451,5319.609816015968,5110.589508845111,5278.902991456494,5316.509720013186,5344.460379416625,5317.915392736831,5136.155749026338,5210.401975502142,5163.650729880283,4897.191295423746,5007.360367557226,5162.561379326229,5281.949577097921,5187.763954951468,5238.2298066050425,5044.717283146089,5130.405229163814,5308.493233939381,5094.299074075441,5135.656019645832,5180.397189004142,5008.414699507526,4983.604503696528,5149.33840874995,5208.9355344706655,5174.512266338298,5277.693519430677,5007.020229949167,5262.042363640781,5185.261462479496,5331.7034238321285,5421.843495242934,5245.901603816981,5165.221650757496,5339.197565024187,5229.2709478582465,5288.686007185235,5233.772265206495,5218.062085420446
46,5254.930349231121,5088.460332607722,5095.758833891131,5241.100627528191,5131.839601978735,5169.300817745321,5148.0422280742705,4918.212940709201,5136.2269289151245,5144.256969761142,5136.190944370127,5130.35066694546,5287.984685758916,5175.955424715798,5239.821378325792,5075.861749104843,5213.05504738687,5050.636659192862,5173.990774972368,5173.990814196359,5053.665008785968,5088.153590980861,5104.131447841842,5351.910341037639,5104.502859031609,5031.784905615211,5248.791822839619,5221.7838286466485,5218.563576392047,5050.505952076875,5175.824171115497,5220.333995484089,5145.2715074034795,5137.764984783439,5096.266548273416,5053.895400018263,5410.9414113081275,5083.429050330158,5125.1625871504075,5090.753571518733,5214.585069716225,5318.874120699747,5366.52616095052,4993.882613327245,5087.399776407856,5146.110149346884,5201.828572531982,5123.274182835875,5036.77668165608,5117.684876937878,5014.437888039103,5148.30781811621,5257.112882397422,4920.550209104887,5126.326957349624,5151.95417696763,5305.686790776559,5303.773409436749,5031.008767854672,5208.956565568792,5121.513215017349,5321.294642821442,5112.107098075306,5280.068484992611,5312.901855069732,5343.334082903713,5319.6331796526265,5133.9241399224375,5207.994516735586,5162.532108131758,4899.855046542591,5008.131790460338,5160.587614280677,5283.7068752071555,5184.866164263287,5236.42101007115,5042.669212015302,5131.229825726375,5305.942635416461,5094.924916292681,5134.961945584858,5182.240429328182,5006.367955526468,4982.985264635788,5146.52133408246,5210.517456965697,5175.974700744029,5277.745864690671,5007.229259856233,5262.591562357696,5185.950909578958,5332.957729512532,5420.069584434796,5244.623858164806,5165.25198223484,5337.728061116609,5230.442833176116,5287.4203155061305,5232.268883145367,5220.599591939893
47,5252.002332028049,5086.2556688413515,5093.548692043922,5241.218901843372,5128.897195204847,5169.096888352655,5146.758114576329,4916.6978490246165,5138.81179035524,5143.288084822514,5137.930528285142,5128.151444308659,5290.393674641395,5175.299932337116,5239.123115610432,5074.658362531429,5211.196927068618,5047.515996358772,5170.838700753505,5172.978410888736,5052.936375056933,5088.690600159842,5099.733937518369,5355.327815669568,5099.777467771184,5029.841218775913,5246.454047631716,5225.1407111193585,5217.968629088196,5052.440171776489,5171.618686218639,5219.70629949872,5141.022396935114,5140.530579297329,5093.795126103409,5052.019610489759,5408.316109005655,5085.3059559553,5125.258068381583,5089.346532911214,5212.304211319272,5321.0905889805545,5369.127498966302,4993.040703086947,5086.246351922988,5145.318992471146,5202.096142251361,5122.128587960769,5037.22640819157,5113.609203265349,5016.253302010844,5146.706612024379,5256.578137307544,4919.031424193719,5126.825093204787,5150.333676819229,5300.674840385544,5302.727209826851,5030.135041035641,5205.796057297255,5123.782238834488,5319.361128728908,5112.899819991304,5277.782844129773,5311.9455859709515,5342.097523161997,5320.5897665875455,5135.788206149549,5205.8440456614,5163.019041202486,4896.687644304186,5007.796650267038,5158.747430139387,5282.259974876692,5184.651425173148,5236.450508619815,5043.047770588419,5132.310350533511,5306.3655686995135,5093.987690904935,5133.102099620944,5178.693665645931,5006.917663376675,4979.732227407891,5144.804834794826,5209.213662484666,5175.554766533482,5278.108214512913,5005.857458667586,5265.893012247558,5183.797243983938,5333.967473852153,5420.033451013477,5244.566280881429,5162.240939869036,5335.649345004111,5228.3990602409185,5285.452023972515,5232.317073386495,5219.525780553229
48,5251.565643114953,5085.340431620986,5092.454048000658,5240.372732685195,5129.091587721149,5168.3131806215315,5145.68261657304,4914.658654574157,5136.773303920892,5141.712855971314,5136.598818590324,5127.955763482087,5289.061933231575,5174.071526059758,5239.498878914479,5075.009618581581,5208.9571410871795,5047.840511592976,5170.08429646265,5172.367034811341,5053.173452248127,5086.46115359242,5101.078934623943,5356.664857456528,5100.330001139566,5027.8423209914945,5246.406288993394,5224.870782949358,5218.930162090524,5050.991323623706,5170.640647823134,5219.978121723797,5141.128812247311,5138.274239318916,5094.955373876757,5052.802546966381,5408.833356579373,5085.3348225411555,5125.9142110228495,5087.645262420416,5210.792495511189,5317.14140652894,5367.927549440046,4992.577683650475,5085.613470758099,5143.323587998305,5201.613092568185,5121.7931727626665,5039.630725666631,5112.104914736745,5013.9024762612735,5146.30567946734,5258.079802430784,4919.318263563573,5123.797118998204,5147.319496405991,5300.739472149755,5300.190990025738,5028.7007936424425,5205.272056895016,5124.677093856558,5318.441798762535,5110.914382571578,5276.739712483791,5311.500421905331,5343.815641956959,5319.1944152509295,5136.9581890507025,5206.084191000347,5163.541166134509,4894.843012794637,5006.070710664411,5157.34459572298,5282.462782600383,5185.351094680339,5236.5982594746865,5042.572381137849,5131.050738038112,5307.686309881628,5094.696384235251,5132.769749487951,5178.695911068788,5007.456460136214,4977.631793068653,5144.6025949528785,5208.449943710852,5174.954854008332,5278.640981616354,5006.196336786161,5266.007338062445,5184.551026676785,5334.4580013498535,5418.206315726211,5243.699910236073,5162.740908275494,5334.836993531756,5227.158522173113,5284.737424195824,5230.408117759823,5219.0316226262175
49,5250.433150979581,5082.303246631887,5092.35372997881,5239.553674392253,5128.375711891194,5167.76041888597,5144.12491669085,4913.57519518082,5135.537188294513,5138.861245875839,5134.520159595858,5127.118630451025,5289.51792237465,5173.961525656125,5237.1993851388,5073.084879990396,5208.539838445498,5047.899585727099,5170.544425205896,5170.24620400394,5052.80845971208,5088.58987521893,5101.059405693921,5353.413832122501,5097.947370221184,5025.996503240731,5245.096553067867,5222.756044208392,5217.500638313264,5050.582390165415,5170.4277077278375,5219.137745001555,5140.610439420525,5137.190339394641,5096.68983654831,5053.775937857999,5408.122336352493,5085.6956034080395,5122.843203299379,5089.078088458825,5211.7670214632635,5318.606561536786,5365.606450682599,4990.661735372267,5083.412962757415,5142.873252649248,5199.525321560307,5120.8427317608275,5038.7240781001165,5112.733850830908,5013.688808476916,5143.654911517155,5257.816149827831,4917.673159480942,5123.908135318341,5145.927406420648,5299.610719069731,5300.097457705377,5027.474889976234,5204.827966000465,5124.349418489666,5317.725401437534,5111.652463370009,5277.590120257115,5309.742269185916,5342.33769151034,5318.312305173618,5133.8635523549765,5204.370603621088,5161.688537359456,4895.525538592848,5005.15163362242,5159.243804285503,5281.517079971472,5184.920845681785,5236.806551658416,5043.216660757352,5130.222403731837,5307.747995327643,5095.420324029385,5134.040525736004,5177.969686174993,5008.257522658287,4975.864809590038,5142.9449422610705,5208.249001449773,5174.849500377999,5277.431596406814,5005.871628985354,5266.445140661099,5183.789946843552,5334.140296238396,5417.955984234701,5244.814331550326,5160.935474399326,5333.050023157176,5228.580947624325,5284.732533380116,5231.101578342578,5217.658968706386
